Weapon_Used,Monetary_Damage,Gun_Laws,Moon_Phase,Weather
No_Weapon,7.78719618,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Knife,80.93863714,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,77.88266218,Strict_Gun_Laws,Third_Quarter,Lightning_Storm
Blunt_Weapon,10.38662689,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.496936886,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,9.723489649,Strict_Gun_Laws,Waxing_Cresent,Light_Fog
No_Weapon,8.974863618,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,10.99162313,Strict_Gun_Laws,Full_Moon,Light_Rain
No_Weapon,10.2556209,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,77.97869077,Strict_Gun_Laws,Third_Quarter,Clear
Knife,9.207697417,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,10.63566861,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,11.60365356,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,9.636414855,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,10.48376489,Strict_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Knife,10.37561513,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,9.903294929,Strict_Gun_Laws,Full_Moon,Light_Fog
Toy_Gun,9.860543029,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
No_Weapon,10.3187927,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.923399876,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,79.5790451,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,11.02060602,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,79.33815628,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,79.37480317,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,10.39838206,Strict_Gun_Laws,New_Moon,Clear
Knife,11.49705135,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
Knife,10.5074315,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,9.486066639,Strict_Gun_Laws,Waxing_Gibbous,Light_Rain
No_Weapon,9.703956194,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,80.31661887,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,11.8621178,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,11.67979969,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,10.41725831,Strict_Gun_Laws,Waxing_Cresent,Heavy_Fog
No_Weapon,11.0324511,Strict_Gun_Laws,Waxing_Cresent,Heavy_Fog
Knife,8.670085193,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
No_Weapon,9.167420476,Strict_Gun_Laws,New_Moon,Clear
Knife,8.560031928,Strict_Gun_Laws,Full_Moon,Heavy_Fog
No_Weapon,10.2418228,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,8.77474202,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.909936946,Strict_Gun_Laws,Third_Quarter,Light_Fog
No_Weapon,12.52427481,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Blunt_Weapon,10.53938635,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Blunt_Weapon,10.25234288,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,81.82265792,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Blunt_Weapon,10.42098405,Strict_Gun_Laws,First_Quarter,Hurricane
No_Weapon,82.07272118,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Blunt_Weapon,10.37364614,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
Toy_Gun,7.283933369,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,10.06584472,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,10.9024719,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,11.93947319,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Knife,12.51734506,Strict_Gun_Laws,Waning_Gibbous,Hurricane
Toy_Gun,8.747099695,Strict_Gun_Laws,Full_Moon,Tornado
Toy_Gun,80.64901785,Strict_Gun_Laws,Waning_Gibbous,Clear
Blunt_Weapon,9.904002959,Strict_Gun_Laws,Waning_Gibbous,Clear
Blunt_Weapon,12.02647387,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,11.63820735,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.795259429,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,10.07924562,Strict_Gun_Laws,First_Quarter,Light_Fog
Toy_Gun,9.321222979,Strict_Gun_Laws,Full_Moon,Light_Fog
Knife,82.3700564,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,11.35978316,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.441545619,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,9.279543063,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,8.286914972,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.29824297,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,11.17373524,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Blunt_Weapon,78.61947034,Strict_Gun_Laws,Full_Moon,Clear
Knife,9.14878814,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,78.03158386,Strict_Gun_Laws,Waning_Cresent,Lightning_Storm
Blunt_Weapon,8.968500905,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,10.49448251,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,9.239809402,Strict_Gun_Laws,Full_Moon,Hurricane
Knife,10.39538171,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,12.39722039,Strict_Gun_Laws,Waxing_Gibbous,Light_Rain
Toy_Gun,78.40040149,Strict_Gun_Laws,First_Quarter,Heavy_Fog
Knife,9.980291001,Strict_Gun_Laws,Waxing_Cresent,Clear
Gun,1250.5595,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,80.56740301,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,79.31791658,Medium_Gun_Laws,Full_Moon,Earthquake
Gun,2159.11473,Medium_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Gun,79.93868417,Medium_Gun_Laws,Third_Quarter,Heavy_Fog
Gun,639.4679069,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,7290.206837,Medium_Gun_Laws,Third_Quarter,Clear
Gun,80.71963167,Medium_Gun_Laws,Full_Moon,Earthquake
Gun,640.0762228,Medium_Gun_Laws,New_Moon,Clear
Gun,21972.66855,Medium_Gun_Laws,Waning_Gibbous,Light_Rain
Gun,77.58726392,Medium_Gun_Laws,Waning_Gibbous,Heavy_Fog
Gun,80.73174185,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,80.53391458,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,80.46308739,Medium_Gun_Laws,Third_Quarter,Clear
Gun,80.77280444,Medium_Gun_Laws,First_Quarter,Light_Fog
Gun,82.04918697,Medium_Gun_Laws,Waxing_Cresent,Heavy_Fog
Gun,80.26224131,Medium_Gun_Laws,First_Quarter,Light_Rain
Gun,1250.807274,Medium_Gun_Laws,Full_Moon,Clear
Gun,639.6356426,Medium_Gun_Laws,Third_Quarter,Clear
Gun,78.88547599,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,78.59073987,Medium_Gun_Laws,First_Quarter,Heavy_Fog
Gun,80.4093575,Medium_Gun_Laws,Third_Quarter,Clear
Gun,638.7865932,Medium_Gun_Laws,Third_Quarter,Clear
Gun,79.73552772,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,269.1599657,Medium_Gun_Laws,New_Moon,Clear
Gun,78.97273194,Medium_Gun_Laws,Full_Moon,Lightning_Storm
Gun,1248.481608,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,270.2002046,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,269.3487659,Medium_Gun_Laws,First_Quarter,Clear
Gun,640.2470562,Medium_Gun_Laws,Third_Quarter,Heavy_Fog
Gun,5119.335374,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,79.80451319,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,79.32515879,Medium_Gun_Laws,Full_Moon,Lightning_Storm
Gun,2162.327253,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,3429.369659,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,81.78892942,Medium_Gun_Laws,Full_Moon,Light_Rain
Gun,270.625759,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,79.75163144,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,3428.303193,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,3431.179241,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,3431.980656,Medium_Gun_Laws,Waxing_Gibbous,Light_Rain
Gun,80.71677574,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,78.75538977,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,80.69464318,Medium_Gun_Laws,Waxing_Cresent,Lightning_Storm
Gun,79.35045646,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,269.1211246,Medium_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Gun,638.6576402,Medium_Gun_Laws,New_Moon,Clear
Gun,79.19158548,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,270.2718139,Medium_Gun_Laws,First_Quarter,Clear
Gun,638.7323821,Medium_Gun_Laws,Full_Moon,Tornado
Gun,640.282603,Medium_Gun_Laws,Waning_Cresent,Light_Rain
Gun,80.91620016,Medium_Gun_Laws,Waxing_Gibbous,Tornado
Gun,271.5406675,Medium_Gun_Laws,Third_Quarter,Light_Rain
Gun,80.15172338,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,2159.518668,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,79.97752948,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,639.6077028,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,80.17221007,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,81.13004735,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,79.38045919,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,271.0156008,Medium_Gun_Laws,Third_Quarter,Heavy_Fog
Gun,79.11999972,Medium_Gun_Laws,Third_Quarter,Clear
Gun,79.14512045,Medium_Gun_Laws,Third_Quarter,Clear
Gun,639.6704846,Medium_Gun_Laws,First_Quarter,Clear
Gun,272.3762389,Medium_Gun_Laws,New_Moon,Clear
Gun,268.4426076,Medium_Gun_Laws,Third_Quarter,Clear
Gun,81.85220103,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,80.08184561,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,81.16016987,Medium_Gun_Laws,First_Quarter,Clear
Gun,80.33375601,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,1250.019907,Medium_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Gun,79.07384,Medium_Gun_Laws,New_Moon,Clear
Gun,269.84329,Medium_Gun_Laws,First_Quarter,Clear
Gun,33751.0335,Medium_Gun_Laws,First_Quarter,Lightning_Storm
Gun,21970.38849,Medium_Gun_Laws,New_Moon,Clear
Gun,79.0518637,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,2161.825048,Medium_Gun_Laws,Full_Moon,Clear
Gun,640.1253013,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,2162.619791,Medium_Gun_Laws,New_Moon,Clear
Gun,21969.68968,Medium_Gun_Laws,First_Quarter,Clear
Gun,9999.409769,Medium_Gun_Laws,Third_Quarter,Lightning_Storm
Gun,80.43516005,Medium_Gun_Laws,Waning_Gibbous,Lightning_Storm
Gun,9999.123833,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,81.7292739,Medium_Gun_Laws,Waning_Gibbous,Light_Fog
Gun,78.32984194,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,79.39729634,Medium_Gun_Laws,Third_Quarter,Clear
Gun,78.36841395,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,81.97871373,Medium_Gun_Laws,Third_Quarter,Clear
Gun,81.89136523,Medium_Gun_Laws,Full_Moon,Earthquake
Gun,269.5472208,Medium_Gun_Laws,Waxing_Cresent,Lightning_Storm
Gun,2160.302162,Medium_Gun_Laws,Third_Quarter,Clear
Gun,269.4987723,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,1248.785924,Medium_Gun_Laws,New_Moon,Clear
Gun,270.0490145,Medium_Gun_Laws,New_Moon,Clear
Gun,80.08897363,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,639.2040544,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,10000.94934,Medium_Gun_Laws,Waxing_Cresent,Heavy_Fog
Gun,640.5606132,Medium_Gun_Laws,Third_Quarter,Clear
Gun,268.8476012,Medium_Gun_Laws,Full_Moon,Clear
Gun,270.3235429,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,1249.623671,Medium_Gun_Laws,First_Quarter,Heavy_Fog
Gun,17279.53035,Medium_Gun_Laws,First_Quarter,Clear
Gun,81.3796788,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,80.33785694,Medium_Gun_Laws,Waning_Cresent,Light_Fog
Gun,2160.256698,Medium_Gun_Laws,Waning_Cresent,Lightning_Storm
Gun,2160.654086,Medium_Gun_Laws,Full_Moon,Clear
Gun,77.9876218,Medium_Gun_Laws,Third_Quarter,Lightning_Storm
Gun,79.57845319,Medium_Gun_Laws,New_Moon,Clear
Gun,639.7692754,Medium_Gun_Laws,Third_Quarter,Clear
Gun,80.55441555,Medium_Gun_Laws,Waning_Gibbous,Light_Fog
Gun,79.68273891,Medium_Gun_Laws,Third_Quarter,Clear
Gun,269.0363236,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,640.7391978,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,3431.218679,Medium_Gun_Laws,Waning_Gibbous,Lightning_Storm
Gun,79.98243323,Medium_Gun_Laws,New_Moon,Clear
Gun,270.5971216,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,641.5295702,Medium_Gun_Laws,Third_Quarter,Clear
Gun,80.62381336,Medium_Gun_Laws,First_Quarter,Lightning_Storm
Gun,270.5946863,Medium_Gun_Laws,Full_Moon,Light_Rain
Gun,80.31662032,Medium_Gun_Laws,Waxing_Cresent,Light_Fog
Gun,3429.930128,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,80.44136112,Medium_Gun_Laws,Waning_Cresent,Light_Rain
Gun,79.72232142,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,80.13150721,Medium_Gun_Laws,Waning_Gibbous,Light_Fog
Gun,79.92706201,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,27439.79746,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,1250.222883,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,81.17202835,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,270.017481,Medium_Gun_Laws,First_Quarter,Clear
Gun,80.20964906,Medium_Gun_Laws,Waxing_Gibbous,Hurricane
Gun,79.7682373,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,2160.336711,Medium_Gun_Laws,Full_Moon,Heavy_Fog
Gun,638.5787777,Medium_Gun_Laws,Third_Quarter,Light_Fog
Gun,80.69277703,Medium_Gun_Laws,Full_Moon,Hurricane
Gun,80.81217658,Medium_Gun_Laws,Waning_Cresent,Earthquake
Gun,13310.60823,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,80.85194247,Medium_Gun_Laws,First_Quarter,Clear
Gun,639.4417653,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,79.13318819,Medium_Gun_Laws,New_Moon,Clear
Gun,269.0595706,Medium_Gun_Laws,New_Moon,Clear
Gun,79.54898213,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,269.8429509,Medium_Gun_Laws,Full_Moon,Lightning_Storm
Gun,33750.94224,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,17279.09403,Medium_Gun_Laws,Third_Quarter,Clear
Gun,79.39147355,Medium_Gun_Laws,Waxing_Cresent,Lightning_Storm
Gun,79.95097584,Medium_Gun_Laws,New_Moon,Clear
Gun,270.5287033,Medium_Gun_Laws,Third_Quarter,Clear
Gun,79.28585217,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,7289.851227,Medium_Gun_Laws,Full_Moon,Earthquake
Gun,78.87671423,Medium_Gun_Laws,Waning_Gibbous,Light_Rain
Gun,268.3526009,Medium_Gun_Laws,Waxing_Cresent,Light_Fog
Gun,81.14434147,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,78.0404675,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,271.2328617,Medium_Gun_Laws,Full_Moon,Clear
Gun,269.8987607,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,81.36750395,Medium_Gun_Laws,Third_Quarter,Clear
Gun,79.69563537,Medium_Gun_Laws,Third_Quarter,Tornado
Gun,1248.971191,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,80.55773522,Medium_Gun_Laws,Full_Moon,Light_Rain
Gun,33749.24859,Medium_Gun_Laws,Full_Moon,Lightning_Storm
Gun,269.895965,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,268.9974802,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,78.9838554,Medium_Gun_Laws,Third_Quarter,Light_Rain
Gun,80.62427249,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,79.36252524,Medium_Gun_Laws,Full_Moon,Light_Fog
Gun,79.56715593,Medium_Gun_Laws,Third_Quarter,Clear
Gun,1250.626833,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,81.39351243,Medium_Gun_Laws,New_Moon,Clear
Gun,3430.792914,Medium_Gun_Laws,Full_Moon,Clear
Gun,639.7787214,Medium_Gun_Laws,Full_Moon,Earthquake
Gun,13310.9696,Medium_Gun_Laws,Waning_Gibbous,Heavy_Fog
Gun,81.51171938,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,640.5965078,Medium_Gun_Laws,Waning_Gibbous,Light_Rain
Gun,271.0256762,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,82.30003562,Medium_Gun_Laws,Full_Moon,Light_Fog
Gun,270.2374904,Medium_Gun_Laws,New_Moon,Clear
Gun,80.47627601,Medium_Gun_Laws,Waxing_Cresent,Light_Fog
Gun,5121.669981,Medium_Gun_Laws,New_Moon,Clear
Gun,638.5238887,Medium_Gun_Laws,Full_Moon,Lightning_Storm
Gun,641.2604872,Medium_Gun_Laws,Waning_Cresent,Lightning_Storm
Gun,27440.22692,Medium_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Gun,80.6470023,Medium_Gun_Laws,Waxing_Gibbous,Light_Rain
Gun,640.9855694,Medium_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Gun,5121.18864,Medium_Gun_Laws,Full_Moon,Tornado
Gun,78.07129303,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,272.8658953,Medium_Gun_Laws,Full_Moon,Light_Rain
Gun,5117.621869,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,78.19836546,Medium_Gun_Laws,New_Moon,Clear
Gun,80.00678089,Medium_Gun_Laws,Third_Quarter,Heavy_Fog
Gun,640.0821689,Medium_Gun_Laws,New_Moon,Clear
Gun,270.3345988,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,2160.066651,Medium_Gun_Laws,Full_Moon,Hurricane
Gun,79.46995779,Medium_Gun_Laws,Full_Moon,Heavy_Fog
Gun,2159.303122,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,2159.888463,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,641.9714314,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,271.2038416,Medium_Gun_Laws,Full_Moon,Light_Rain
Gun,82.09304659,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,640.6020864,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,270.582273,Medium_Gun_Laws,Waning_Gibbous,Heavy_Fog
Gun,2160.786821,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,269.6247828,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,639.8594951,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,269.5760674,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,79.23984983,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,3431.246283,Medium_Gun_Laws,First_Quarter,Clear
Gun,639.9525844,Medium_Gun_Laws,Third_Quarter,Light_Fog
Gun,270.4127315,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,9999.518195,Medium_Gun_Laws,New_Moon,Clear
Gun,80.16480201,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,269.8316278,Medium_Gun_Laws,New_Moon,Clear
Gun,79.80129929,Medium_Gun_Laws,Waning_Cresent,Light_Fog
Gun,3428.031108,Medium_Gun_Laws,First_Quarter,Clear
Gun,81.24527453,Medium_Gun_Laws,Full_Moon,Clear
Gun,640.7165099,Medium_Gun_Laws,Full_Moon,Clear
Gun,77.46960154,Medium_Gun_Laws,Full_Moon,Light_Rain
Gun,640.4047626,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,21970.40403,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,79.04146903,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,5120.924355,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,2159.733927,Medium_Gun_Laws,Third_Quarter,Heavy_Fog
Gun,79.19927099,Medium_Gun_Laws,New_Moon,Clear
Gun,78.85051741,Medium_Gun_Laws,Full_Moon,Light_Fog
Gun,81.51561197,Medium_Gun_Laws,Waxing_Gibbous,Tornado
Gun,80.8286797,Medium_Gun_Laws,Waning_Gibbous,Hurricane
Gun,639.9728919,Medium_Gun_Laws,Waxing_Cresent,Light_Rain
Gun,79.3104989,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,79.83301525,Medium_Gun_Laws,Third_Quarter,Light_Rain
Gun,638.991599,Medium_Gun_Laws,Waning_Gibbous,Heavy_Fog
Gun,641.3788759,Medium_Gun_Laws,Waning_Gibbous,Lightning_Storm
Gun,1249.315079,Medium_Gun_Laws,First_Quarter,Earthquake
Gun,81.43913238,Medium_Gun_Laws,First_Quarter,Clear
Gun,78.95148691,Medium_Gun_Laws,Full_Moon,Hurricane
Gun,270.6897541,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,80.93198925,Medium_Gun_Laws,Full_Moon,Hurricane
Gun,270.2291392,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,269.3298994,Medium_Gun_Laws,Waxing_Cresent,Light_Fog
Gun,270.3369608,Medium_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Gun,27439.86956,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,640.8200361,Medium_Gun_Laws,First_Quarter,Clear
Gun,80.23071901,Medium_Gun_Laws,Waning_Gibbous,Earthquake
Gun,79.98399581,Medium_Gun_Laws,Third_Quarter,Clear
Gun,270.597922,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,269.6971607,Medium_Gun_Laws,Third_Quarter,Clear
Gun,33750.45258,Medium_Gun_Laws,Waxing_Gibbous,Light_Rain
Gun,640.0514522,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,269.6288381,Medium_Gun_Laws,Full_Moon,Light_Fog
Gun,80.09148969,Medium_Gun_Laws,First_Quarter,Clear
Gun,9999.835283,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,81.91558595,Medium_Gun_Laws,Waxing_Gibbous,Light_Fog
Gun,80.92165606,Medium_Gun_Laws,First_Quarter,Light_Rain
Gun,638.9016675,Medium_Gun_Laws,New_Moon,Clear
Gun,79.74902274,Medium_Gun_Laws,First_Quarter,Clear
Gun,80.93800324,Medium_Gun_Laws,Waning_Gibbous,Light_Rain
Gun,81.78129565,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,79.98064671,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,79.49467278,Medium_Gun_Laws,Full_Moon,Clear
Gun,3429.411457,Medium_Gun_Laws,Waning_Gibbous,Light_Rain
Gun,5121.567091,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,266.7524608,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,268.9864672,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,79.5799091,Medium_Gun_Laws,Full_Moon,Heavy_Fog
Gun,9997.691858,Medium_Gun_Laws,Waning_Gibbous,Light_Fog
Gun,639.3922123,Medium_Gun_Laws,Full_Moon,Earthquake
Gun,79.00548937,Medium_Gun_Laws,Third_Quarter,Clear
Gun,639.5790696,Medium_Gun_Laws,Waning_Cresent,Light_Rain
Gun,268.7441974,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,3430.849579,Medium_Gun_Laws,First_Quarter,Heavy_Fog
Gun,639.7305104,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,80.68712643,Medium_Gun_Laws,Waning_Gibbous,Heavy_Fog
Gun,268.1160993,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,1249.000942,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,78.41520346,Medium_Gun_Laws,Third_Quarter,Clear
Gun,269.1506669,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,79.72183942,Medium_Gun_Laws,Full_Moon,Hurricane
Gun,81.0475426,Medium_Gun_Laws,First_Quarter,Clear
Gun,642.0687898,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,80.21024435,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,81.16227305,Medium_Gun_Laws,Third_Quarter,Light_Rain
Gun,81.13197382,Medium_Gun_Laws,Full_Moon,Tornado
Gun,81.37150103,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,80.1155364,Medium_Gun_Laws,First_Quarter,Clear
Gun,79.66970299,Medium_Gun_Laws,Waning_Cresent,Light_Fog
Gun,270.0727073,Medium_Gun_Laws,Third_Quarter,Clear
Gun,640.9606404,Medium_Gun_Laws,Waning_Gibbous,Light_Fog
Gun,1247.608516,Medium_Gun_Laws,New_Moon,Clear
Gun,33749.17747,Medium_Gun_Laws,Waning_Gibbous,Heavy_Fog
Gun,269.1215495,Medium_Gun_Laws,New_Moon,Clear
Gun,79.61613272,Medium_Gun_Laws,New_Moon,Clear
Gun,269.8460671,Medium_Gun_Laws,First_Quarter,Clear
Gun,77.74729005,Medium_Gun_Laws,Waning_Gibbous,Clear
Gun,79.03417707,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,78.55495122,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,79.50742483,Medium_Gun_Laws,Waning_Gibbous,Hurricane
Gun,3428.086486,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,79.52566321,Medium_Gun_Laws,Waxing_Cresent,Clear
Gun,79.36270264,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,1249.827408,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,271.6496917,Medium_Gun_Laws,Waxing_Gibbous,Clear
Gun,78.95157306,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,78.6595867,Medium_Gun_Laws,Waxing_Cresent,Heavy_Fog
Gun,639.7474569,Medium_Gun_Laws,New_Moon,Clear
Gun,1248.335753,Medium_Gun_Laws,Waning_Cresent,Clear
Gun,10000.49266,Medium_Gun_Laws,Full_Moon,Light_Fog
